,aracore_ids,aracore_name,aracore_annotations,symbol,chr,start,end,description,ncbigene,gene_name,uniprot_id
232,AT2G29560,AT2G29560,{},ENO3,2,12646560.0,12650184.0,Cytosolic enolase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW34],817505.0,Cytosolic enolase 3 ,Q9ZW34
233,AT2G36530,AT2G36530,{},ENO2,2,15320756.0,15324129.0,LOS2 [Source:UniProtKB/TrEMBL;Acc:A0A178VT47],818226.0,LOS2 ,A0A178VT47
234,AT1G09780,AT1G09780,{},PGM1,1,3165370.0,3167924.0,IPGAM1 [Source:UniProtKB/TrEMBL;Acc:A0A178W6V9],837507.0,IPGAM1 ,A0A178W6V9
235,AT3G08590,AT3G08590,{},,3.0,2608308.0,2611555.0,IPGAM2 [Source:UniProtKB/TrEMBL;Acc:A0A384KAQ5],820006.0,IPGAM2 ,A0A384KAQ5
236,AT1G13440,AT1G13440,{},GAPC2,1,4608077.0,4610878.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:Q9FX54]",837904.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPC2, cytosolic ",Q9FX54
237,AT3G04120,AT3G04120,{},GAPC1,3,1080942.0,1083690.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic [Source:UniProtKB/Swiss-Prot;Acc:P25858]",819567.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic ",P25858
238,AT2G24270,AT2G24270,{},ALDH11A3,2,10326918.0,10330048.0,aldehyde dehydrogenase 11A3 [Source:TAIR;Acc:AT2G24270],816962.0,aldehyde dehydrogenase 11A3 ,AT2G24270
239,AT4G29220,AT4G29220,{},PFK1,4,14403347.0,14406592.0,ATP-dependent 6-phosphofructokinase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M0F9],829043.0,ATP-dependent 6-phosphofructokinase 1 ,Q9M0F9
240,AT5G56630,AT5G56630,{},PFK7,5,22923804.0,22926963.0,ATP-dependent 6-phosphofructokinase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9C5J7],835764.0,ATP-dependent 6-phosphofructokinase 7 ,Q9C5J7
241,AT4G32840,AT4G32840,{},PFK6,4,15844576.0,15848552.0,ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A178V315],829420.0,ATP-dependent 6-phosphofructokinase ,A0A178V315
242,AT4G26270,AT4G26270,{},PFK3,4,13300778.0,13304440.0,ATP-dependent 6-phosphofructokinase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q94AA4],828733.0,ATP-dependent 6-phosphofructokinase 3 ,Q94AA4
243,AT5G61580,AT5G61580,{},PFK4,5,24761041.0,24764168.0,ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A178UCI3],836279.0,ATP-dependent 6-phosphofructokinase ,A0A178UCI3
244,AT5G47810,AT5G47810,{},PFK2,5,19356292.0,19358125.0,ATP-dependent 6-phosphofructokinase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIK0],834832.0,ATP-dependent 6-phosphofructokinase 2 ,Q9FIK0
245,AT2G22480,AT2G22480,{},PFK5,2,9545283.0,9548640.0,"ATP-dependent 6-phosphofructokinase 5, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8VYN6]",816781.0,"ATP-dependent 6-phosphofructokinase 5, chloroplastic ",Q8VYN6
246,AT1G16300,AT1G16300,{},GAPCP2,1,5574257.0,5577622.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPCP2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q5E924]",838199.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPCP2, chloroplastic ",Q5E924
247,AT1G79530,AT1G79530,{},GAPCP1,1,29915902.0,29919408.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPCP1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SAJ6]",844291.0,"Glyceraldehyde-3-phosphate dehydrogenase GAPCP1, chloroplastic ",Q9SAJ6
248,AT1G78050,AT1G78050,{},PGM,1,29347581.0,29349755.0,Phosphoglycerate/bisphosphoglycerate mutase [Source:UniProtKB/TrEMBL;Acc:F4I8M8],844140.0,Phosphoglycerate/bisphosphoglycerate mutase ,F4I8M8
249,AT1G22170,AT1G22170,{},,1.0,7826268.0,7828326.0,At1g22170 [Source:UniProtKB/TrEMBL;Acc:Q9LM13],838822.0,At1g22170 ,Q9LM13
250,AT1G74030,AT1G74030,{},ENO1,1,27839159.0,27842132.0,"Enolase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C9C4]",843741.0,"Enolase 1, chloroplastic ",Q9C9C4
251,AT3G52990,AT3G52990,{},,3.0,19648711.0,19652515.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q94KE3],824465.0,Pyruvate kinase ,Q94KE3
252,AT3G04050,AT3G04050,{},,3.0,1049653.0,1051608.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9SQQ7],819560.0,Pyruvate kinase ,Q9SQQ7
253,AT3G55810,AT3G55810,{},,3.0,20711705.0,20713236.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9M044],824747.0,Pyruvate kinase ,Q9M044
254,AT2G36580,AT2G36580,{},,2.0,15339122.0,15343086.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178VX82],818231.0,Pyruvate kinase ,A0A178VX82
255,AT5G52920,AT5G52920,{},PKP2,5,21463467.0,21466880.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178U9G2],835369.0,Pyruvate kinase ,A0A178U9G2
256,AT5G63680,AT5G63680,{},,5.0,25490065.0,25492763.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9FFP6],836488.0,Pyruvate kinase ,Q9FFP6
257,AT3G25960,AT3G25960,{},,3.0,9498439.0,9499932.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9LU95],822193.0,Pyruvate kinase ,Q9LU95
258,AT3G55650,AT3G55650,{},,3.0,20647085.0,20648617.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9M057],824731.0,Pyruvate kinase ,Q9M057
259,AT5G56350,AT5G56350,{},,5.0,22819936.0,22822904.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9FM97],835735.0,Pyruvate kinase ,Q9FM97
260,AT5G08570,AT5G08570,{},,5.0,2778000.0,2780581.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:Q9FNN1],830758.0,Pyruvate kinase ,Q9FNN1
261,AT4G26390,AT4G26390,{},,4.0,13342116.0,13344617.0,Pyruvate kinase [Source:UniProtKB/TrEMBL;Acc:A0A178UXZ4],828745.0,Pyruvate kinase ,A0A178UXZ4
262,AT3G49160,AT3G49160,{},PKP4,3,18221794.0,18224905.0,"Plastidial pyruvate kinase 4, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9M3B6]",824077.0,"Plastidial pyruvate kinase 4, chloroplastic ",Q9M3B6
263,AT3G22960,AT3G22960,{},PKP1,3,8139185.0,8142052.0,"Plastidial pyruvate kinase 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LIK0]",821870.0,"Plastidial pyruvate kinase 1, chloroplastic ",Q9LIK0
264,AT1G32440,AT1G32440,{},PKP3,1,11711944.0,11715162.0,"Plastidial pyruvate kinase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q93Z53]",840138.0,"Plastidial pyruvate kinase 3, chloroplastic ",Q93Z53
265,AT5G50850,AT5G50850,{},PDH2,5,20689243.0,20693470.0,Pyruvate dehydrogenase E1 component subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A178UM82],835157.0,Pyruvate dehydrogenase E1 component subunit beta ,A0A178UM82
266,AT1G59900,AT1G59900,{},E1 ALPHA,1,22051133.0,22053885.0,"Pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P52901]",842284.0,"Pyruvate dehydrogenase E1 component subunit alpha-1, mitochondrial ",P52901
267,AT1G54220,AT1G54220,{},,1.0,20246026.0,20250345.0,Acetyltransferase component of pyruvate dehydrogenase complex [Source:UniProtKB/TrEMBL;Acc:A0A178W5Y1],841863.0,Acetyltransferase component of pyruvate dehydrogenase complex ,A0A178W5Y1
268,AT3G13930,AT3G13930,{},,3.0,4595767.0,4600469.0,"Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8RWN9]",820606.0,"Dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial ",Q8RWN9
269,AT3G52200,AT3G52200,{},LTA3,3,19360129.0,19366417.0,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex [Source:UniProtKB/TrEMBL;Acc:F4J5T2],824385.0,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex ,F4J5T2
270,AT3G17240,AT3G17240,{},LPD2,3,5889663.0,5892332.0,"Dihydrolipoyl dehydrogenase 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M5K2]",820984.0,"Dihydrolipoyl dehydrogenase 2, mitochondrial ",Q9M5K2
271,AT1G48030,AT1G48030,{},LPD1,1,17716893.0,17719500.0,"Dihydrolipoyl dehydrogenase 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M5K3]",841221.0,"Dihydrolipoyl dehydrogenase 1, mitochondrial ",Q9M5K3
272,AT3G60100,AT3G60100,{},CSY5,3,22192730.0,22196447.0,Citrate synthase [Source:UniProtKB/TrEMBL;Acc:A0A1I9LSJ6],825180.0,Citrate synthase ,A0A1I9LSJ6
273,AT2G44350,AT2G44350,{},CSY4,2,18316278.0,18320789.0,"Citrate synthase 4, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P20115]",819042.0,"Citrate synthase 4, mitochondrial ",P20115
274,AT4G35830,AT4G35830,{},ACO1,4,16972569.0,16978161.0,Aconitate hydratase [Source:UniProtKB/TrEMBL;Acc:A0A178V2T4],829737.0,Aconitate hydratase ,A0A178V2T4
275,AT4G26970,AT4G26970,{},ACO2,4,13542918.0,13548629.0,Aconitate hydratase [Source:UniProtKB/TrEMBL;Acc:A0A178UVE5],828805.0,Aconitate hydratase ,A0A178UVE5
276,AT2G05710,AT2G05710,{},ACO3,2,2141329.0,2146678.0,"Aconitate hydratase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SIB9]",815120.0,"Aconitate hydratase 3, mitochondrial ",Q9SIB9
277,AT5G03290,AT5G03290,{},IDH5,5,793974.0,796218.0,"Isocitrate dehydrogenase [NAD] catalytic subunit 5, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q945K7]",831884.0,Isocitrate dehydrogenase ,Q945K7
278,AT4G35260,AT4G35260,{},IDH1,4,16774142.0,16776371.0,"Isocitrate dehydrogenase [NAD] regulatory subunit 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LFC0]",829679.0,Isocitrate dehydrogenase ,Q8LFC0
279,AT2G17130,AT2G17130,{},IDH2,2,7460814.0,7462607.0,"Isocitrate dehydrogenase [NAD] regulatory subunit 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P93032]",816218.0,Isocitrate dehydrogenase ,P93032
280,AT4G35650,AT4G35650,{},IDH3,4,16908497.0,16910208.0,"Isocitrate dehydrogenase [NAD] regulatory subunit 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O81796]",829717.0,Isocitrate dehydrogenase ,O81796
281,AT3G09810,AT3G09810,{},IDH6,3,3008499.0,3011465.0,"Isocitrate dehydrogenase [NAD] subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178V9M1]",820139.0,Isocitrate dehydrogenase ,A0A178V9M1
282,AT3G55410,AT3G55410,{},,3.0,20541269.0,20546053.0,"2-oxoglutarate dehydrogenase, E1 component [Source:UniProtKB/TrEMBL;Acc:F4IWV2]",824707.0,"2-oxoglutarate dehydrogenase, E1 component ",F4IWV2
283,AT5G65750,AT5G65750,{},,5.0,26303673.0,26308237.0,"2-oxoglutarate dehydrogenase, E1 component [Source:UniProtKB/TrEMBL;Acc:Q9FLH2]",836704.0,"2-oxoglutarate dehydrogenase, E1 component ",Q9FLH2
284,AT4G26910,AT4G26910,{},,4.0,13519811.0,13523405.0,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8H107]",828798.0,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 2, mitochondrial ",Q8H107
285,AT5G55070,AT5G55070,{},,5.0,22347211.0,22351168.0,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FLQ4]",835598.0,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex 1, mitochondrial ",Q9FLQ4
286,AT2G20420,AT2G20420,{},,2.0,8805342.0,8808171.0,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O82662]",816561.0,Succinate--CoA ligase ,O82662
287,AT5G23250,AT5G23250,{},,5.0,7830318.0,7832843.0,"Succinate--CoA ligase [ADP-forming] subunit alpha-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LAD2]",832389.0,Succinate--CoA ligase ,Q8LAD2
288,AT5G08300,AT5G08300,{},,5.0,2667361.0,2669923.0,"Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178U834]",830726.0,Succinate--CoA ligase ,A0A178U834
289,AT5G40650,AT5G40650,{},SDH2-2,5,16281394.0,16283527.0,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LB02]",834065.0,Succinate dehydrogenase ,Q8LB02
290,AT4G32210,AT4G32210,{},SDH3-1,4,15556397.0,15558167.0,"Succinate dehydrogenase subunit 3-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P0DKI1]","dbname
EntrezGene     830819
EntrezGene    3770570
Name: primary_id, dtype: object","Succinate dehydrogenase subunit 3-2, mitochondrial ",P0DKI1
291,AT5G62575,AT5G62575,{},SDH7B,5,25117414.0,25118892.0,SDH7B [Source:UniProtKB/TrEMBL;Acc:A0A178UBI4],836378.0,SDH7B ,A0A178UBI4
292,AT5G65165,AT5G65165,{},SDH2-3,5,26034422.0,26036057.0,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FJP9]",836640.0,Succinate dehydrogenase ,Q9FJP9
293,AT1G47420,AT1G47420,{},SDH5,1,17395518.0,17397263.0,"Succinate dehydrogenase subunit 5, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SX77]",841147.0,"Succinate dehydrogenase subunit 5, mitochondrial ",Q9SX77
294,AT5G09600,AT5G09600,{},SDH3-1,5,2978825.0,2981096.0,"Succinate dehydrogenase subunit 3-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:P0DKI1]","dbname
EntrezGene    3770570
EntrezGene     830819
Name: primary_id, dtype: object","Succinate dehydrogenase subunit 3-2, mitochondrial ",P0DKI1
295,AT2G18450,AT2G18450,{},SDH1-2,2,7997344.0,8000825.0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178VRF6]",816359.0,Succinate dehydrogenase ,A0A178VRF6
296,AT5G66760,AT5G66760,{},SDH1-1,5,26653607.0,26657696.0,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178UAN3]",836809.0,Succinate dehydrogenase ,A0A178UAN3
297,AT2G46390,AT2G46390,{},SDH8,2,19042301.0,19043234.0,"Succinate dehydrogenase subunit 8, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SKE0]",819247.0,"Succinate dehydrogenase subunit 8, mitochondrial ",Q9SKE0
298,AT2G46505,AT2G46505,{},SDH4,2,19089486.0,19090776.0,SDH4 [Source:UniProtKB/TrEMBL;Acc:A0A178VQB2],819261.0,SDH4 ,A0A178VQB2
299,AT3G27380,AT3G27380,{},SDH2-1,3,10129610.0,10132882.0,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LBZ7]",822359.0,Succinate dehydrogenase ,Q8LBZ7
300,AT1G08480,AT1G08480,{},SDH6,1,2684176.0,2685702.0,"Succinate dehydrogenase subunit 6, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q941A6]",837369.0,"Succinate dehydrogenase subunit 6, mitochondrial ",Q941A6
301,AT3G47833,AT3G47833,{},SDH7A,3,17648495.0,17650173.0,"Succinate dehydrogenase subunit 7A, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9C5E8]",823938.0,"Succinate dehydrogenase subunit 7A, mitochondrial ",Q9C5E8
302,AT2G47510,AT2G47510,{},FUM1,2,19498229.0,19502488.0,FUM1 [Source:UniProtKB/TrEMBL;Acc:A0A178VMD4],819364.0,FUM1 ,A0A178VMD4
303,AT5G50950,AT5G50950,{},FUM2,5,20729431.0,20733941.0,AT5G50950 protein [Source:UniProtKB/TrEMBL;Acc:B9DFR5],835168.0,AT5G50950 protein ,B9DFR5
304,AT3G47520,AT3G47520,{},MDH,3,17512816.0,17515155.0,"Malate dehydrogenase, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9SN86]",823906.0,"Malate dehydrogenase, chloroplastic ",Q9SN86
305,AT2G13560,AT2G13560,{},NAD-ME1,2,5649928.0,5655320.0,"NAD-dependent malic enzyme 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SIU0]",815842.0,"NAD-dependent malic enzyme 1, mitochondrial ",Q9SIU0
306,ATMG00510,ATMG00510,{},NAD7,Mt,132071.0,138153.0,NADH dehydrogenase subunit 7 [Source:UniProtKB/TrEMBL;Acc:G1C2X4],,NADH dehydrogenase subunit 7 ,G1C2X4
307,ATMG00580,ATMG00580,{},NAD4,Mt,161693.0,169674.0,NADH-ubiquinone oxidoreductase chain 4 [Source:UniProtKB/TrEMBL;Acc:G1C2U9],,NADH-ubiquinone oxidoreductase chain 4 ,G1C2U9
308,ATMG00060,ATMG00060,{},NAD5C,Mt,20571.0,22086.0,NADH dehydrogenase subunit 5C [Source:TAIR;Acc:ATMG00060],,NADH dehydrogenase subunit 5C ,ATMG00060
309,ATMG00070,ATMG00070,{},NAD9,Mt,23663.0,24235.0,NADH dehydrogenase subunit 9 [Source:TAIR;Acc:ATMG00070],,NADH dehydrogenase subunit 9 ,ATMG00070
310,ATMG01275,ATMG01275,{},NAD1A,Mt,318004.0,318390.0,NADH dehydrogenase 1A [Source:TAIR;Acc:ATMG01275],,NADH dehydrogenase 1A ,ATMG01275
311,ATMG00285,ATMG00285,{},NAD2A,Mt,79740.0,81297.0,NADH dehydrogenase 2A [Source:TAIR;Acc:ATMG00285],,NADH dehydrogenase 2A ,ATMG00285
312,AT5G11770,AT5G11770,{},,5.0,3790708.0,3793026.0,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q42577]",831049.0,NADH dehydrogenase ,Q42577
313,AT4G02580,AT4G02580,{},,4.0,1134429.0,1137204.0,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O22769]",828130.0,NADH dehydrogenase ,O22769
314,ATMG00270,ATMG00270,{},NAD6,Mt,76642.0,77259.0,NADH-ubiquinone oxidoreductase chain 6 [Source:UniProtKB/TrEMBL;Acc:G1C2Y0],,NADH-ubiquinone oxidoreductase chain 6 ,G1C2Y0
315,ATMG00665,ATMG00665,{},NAD5B,Mt,190740.0,190761.0,NADH dehydrogenase 5B [Source:TAIR;Acc:ATMG00665],,NADH dehydrogenase 5B ,ATMG00665
316,AT5G37510,AT5G37510,{},EMB1467,5,14897329.0,14900693.0,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FGI6]",833729.0,NADH dehydrogenase ,Q9FGI6
317,AT1G16700,AT1G16700,{},,1.0,5709624.0,5712043.0,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FX83]",838239.0,NADH dehydrogenase ,Q9FX83
318,ATMG01120,ATMG01120,{},NAD1B,Mt,287917.0,289083.0,NADH dehydrogenase 1B [Source:TAIR;Acc:ATMG01120],,NADH dehydrogenase 1B ,ATMG01120
319,ATMG00513,ATMG00513,{},NAD5A,Mt,140724.0,142998.0,NADH dehydrogenase 5A [Source:TAIR;Acc:ATMG00513],,NADH dehydrogenase 5A ,ATMG00513
320,ATMG01320,ATMG01320,{},NAD2B,Mt,327890.0,333105.0,NADH dehydrogenase 2B [Source:TAIR;Acc:ATMG01320],,NADH dehydrogenase 2B ,ATMG01320
321,AT5G08530,AT5G08530,{},CI51,5,2759317.0,2762019.0,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A178UJ45]",830752.0,NADH dehydrogenase ,A0A178UJ45
322,ATMG00516,ATMG00516,{},NAD1C,Mt,143219.0,147048.0,NADH dehydrogenase 1C [Source:TAIR;Acc:ATMG00516],,NADH dehydrogenase 1C ,ATMG00516
323,ATMG00650,ATMG00650,{},NAD4L,Mt,188929.0,189231.0,NADH dehydrogenase subunit 4L [Source:UniProtKB/TrEMBL;Acc:G1C2W6],,NADH dehydrogenase subunit 4L ,G1C2W6
324,ATMG00990,ATMG00990,{},NAD3,Mt,260647.0,261006.0,NADH-ubiquinone oxidoreductase chain 3 [Source:UniProtKB/TrEMBL;Acc:G1C2Y6],,NADH-ubiquinone oxidoreductase chain 3 ,G1C2Y6
325,AT1G79010,AT1G79010,{},,1.0,29724796.0,29727028.0,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-A, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q42599]",844242.0,NADH dehydrogenase ,Q42599
326,AT2G07727,AT2G07727,{},,2.0,3449534.0,3452776.0,"Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal [Source:TAIR;Acc:AT2G07727]",815400.0,"Di-haem cytochrome, transmembrane;Cytochrome b/b6, C-terminal ",AT2G07727
327,AT3G16480,AT3G16480,{},MPPA2,3,5599710.0,5603027.0,"Probable mitochondrial-processing peptidase subunit alpha-2, chloroplastic/mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:O04308]",820896.0,"Probable mitochondrial-processing peptidase subunit alpha-2, chloroplastic/mitochondrial ",O04308
328,AT5G13440,AT5G13440,{},UCR1-2,5,4307973.0,4310273.0,"Cytochrome b-c1 complex subunit Rieske-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LYR2]",831185.0,"Cytochrome b-c1 complex subunit Rieske-2, mitochondrial ",Q9LYR2
329,AT1G15120,AT1G15120,{},,1.0,5202593.0,5204494.0,Ubiquinol-cytochrome C reductase hinge protein [Source:UniProtKB/TrEMBL;Acc:F4HXY8],838075.0,Ubiquinol-cytochrome C reductase hinge protein ,F4HXY8
330,AT5G05370,AT5G05370,{},,5.0,1590797.0,1591939.0,At5g05370 [Source:UniProtKB/TrEMBL;Acc:Q9FLB7],830419.0,At5g05370 ,Q9FLB7
331,AT1G51980,AT1G51980,{},,1.0,19323055.0,19326918.0,"Probable mitochondrial-processing peptidase subunit alpha-1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU25]",841627.0,"Probable mitochondrial-processing peptidase subunit alpha-1, mitochondrial ",Q9ZU25
332,AT5G13430,AT5G13430,{},UCR1-1,5,4305106.0,4307570.0,"Cytochrome b-c1 complex subunit Rieske-1, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q94JS0]",831184.0,"Cytochrome b-c1 complex subunit Rieske-1, mitochondrial ",Q94JS0
333,AT5G25450,AT5G25450,{},QCR7-2,5,8856917.0,8858476.0,Cytochrome b-c1 complex subunit 7 [Source:UniProtKB/TrEMBL;Acc:A0A178UDJ6],832619.0,Cytochrome b-c1 complex subunit 7 ,A0A178UDJ6
334,AT3G02090,AT3G02090,{},MPPBETA,3,365537.0,368911.0,Insulinase (Peptidase family M16) protein [Source:TAIR;Acc:AT3G02090],821084.0,Insulinase (Peptidase family M16) protein ,AT3G02090
335,AT3G10860,AT3G10860,{},,3.0,3399550.0,3400926.0,At3g10860 [Source:UniProtKB/TrEMBL;Acc:Q9SG91],820256.0,At3g10860 ,Q9SG91
336,AT3G52730,AT3G52730,{},,3.0,19542819.0,19544365.0,Ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein [Source:UniProtKB/TrEMBL;Acc:A0A1I9LS87],824439.0,Ubiquinol-cytochrome C reductase UQCRX/QCR9-like family protein ,A0A1I9LS87
337,AT2G01090,AT2G01090,{},,2.0,79779.0,81710.0,Cytochrome b-c1 complex subunit 6 [Source:UniProtKB/TrEMBL;Acc:Q9SJV7],814638.0,Cytochrome b-c1 complex subunit 6 ,Q9SJV7
338,AT5G40810,AT5G40810,{},CYC12,5,16339863.0,16342927.0,"Cytochrome c1 2, heme protein, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9FKS5]",834081.0,"Cytochrome c1 2, heme protein, mitochondrial ",Q9FKS5
339,ATMG00220,ATMG00220,{},COB,Mt,60235.0,61416.0,apocytochrome b [Source:TAIR;Acc:ATMG00220],815400.0,apocytochrome b ,ATMG00220
340,AT4G32470,AT4G32470,{},QCR7-1,4,15669219.0,15671249.0,Cytochrome b-c1 complex subunit 7-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUU5],829382.0,Cytochrome b-c1 complex subunit 7-1 ,Q9SUU5
341,AT3G27240,AT3G27240,{},CYC11,3,10055730.0,10058773.0,"Cytochrome c1 1, heme protein, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9LK29]",822343.0,"Cytochrome c1 1, heme protein, mitochondrial ",Q9LK29
342,AT2G47380,AT2G47380,{},,2.0,19440923.0,19442053.0,Probable cytochrome c oxidase subunit 5C-1 [Source:UniProtKB/Swiss-Prot;Acc:O22912],819351.0,Probable cytochrome c oxidase subunit 5C-1 ,O22912
343,ATMG00730,ATMG00730,{},COX3,Mt,217631.0,219077.0,cytochrome c oxidase subunit 3 [Source:TAIR;Acc:ATMG00730],,cytochrome c oxidase subunit 3 ,ATMG00730
344,AT1G80230,AT1G80230,{},COX5B-2,1,30169456.0,30171334.0,"Cytochrome c oxidase subunit 5b-2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9SSB8]",844363.0,"Cytochrome c oxidase subunit 5b-2, mitochondrial ",Q9SSB8
345,AT5G61310,AT5G61310,{},,5.0,24653261.0,24654940.0,Cytochrome c oxidase subunit 5C [Source:UniProtKB/TrEMBL;Acc:A0A178UCG7],836252.0,Cytochrome c oxidase subunit 5C ,A0A178UCG7
346,ATMG00160,ATMG00160,{},COX2,Mt,40502.0,42628.0,Cytochrome c oxidase subunit 2 [Source:UniProtKB/TrEMBL;Acc:G1C2Q7],,Cytochrome c oxidase subunit 2 ,G1C2Q7
